,orig.ident,nCount_RNA,nFeature_RNA,bc_wells,sample,species,gene_count,tscp_count,mread_count,bc1_wind,bc2_wind,bc3_wind,bc1_well,bc2_well,bc3_well,n_genes,n_genes_by_counts,log1p_n_genes_by_counts,total_counts,log1p_total_counts,total_counts_mt,log1p_total_counts_mt,pct_counts_mt,total_counts_ribo,log1p_total_counts_ribo,pct_counts_ribo,doublet_scores,predicted_doublets,doublet_info,n_counts,leiden_0.3,leiden_1.0,leiden_0.05,leiden_0.1,leiden_0.8,leiden_1.2,leiden_10.0,region_annotation
04_68_89__s1,3,15775.0,4208,04_68_89__s1,X__tropicalis_st12_5_NUCLEI,XENTR-10,4208,15775,32598,4,68,89,A4,F8,H5,4208,4208,8.344980368770571,4073.172135408171,8.312422848080743,1.3098015384909845,0.8371616067697099,0.0321567931564898,14.578128745357205,2.745867927026271,0.35790603148414046,0.06676136363636363,False,False,4073.172135408171,1,9,2,2,9,19,21,Cement Gland Primordium
04_69_26__s1,3,8997.0,3160,04_69_26__s1,X__tropicalis_st12_5_NUCLEI,XENTR-10,3160,8997,18548,4,69,26,A4,F9,C2,3160,3160,8.058643712215618,3760.766684649513,8.232643988971615,0.0,0.0,0.0,35.7803004824006,3.6049623888654945,0.951409738563326,0.01832460732984293,False,False,3760.766684649513,4,5,0,0,7,5,26,Neural Crest
04_69_27__s1,3,5675.0,2217,04_69_27__s1,X__tropicalis_st12_5_NUCLEI,XENTR-10,2217,5675,11481,4,69,27,A4,F9,C3,2217,2217,7.704361167910313,3211.032237099733,8.07465911147324,4.610924254495278,1.7247154572115388,0.14359632398645597,42.99171327558385,3.784001281535243,1.338875168516365,0.008795411089866157,False,False,3211.032237099733,3,14,1,1,13,12,70,Lateral Mesoderm
04_69_42__s1,3,10414.0,2884,04_69_42__s1,X__tropicalis_st12_5_NUCLEI,XENTR-10,2884,10414,21137,4,69,42,A4,F9,D6,2884,2884,7.9672801789422,3310.4355904409704,8.105137087468918,3.4896437184363185,1.501773348591601,0.1054134304413842,11.167800252586547,2.4987931390256164,0.3373513831483103,0.006256900993743099,False,False,3310.4355904409704,7,16,1,5,14,14,5,Notochord
04_69_48__s1,3,5146.0,2316,04_69_48__s1,X__tropicalis_st12_5_NUCLEI,XENTR-10,2316,5146,10511,4,69,48,A4,F9,D12,2316,2316,7.748028524432376,3392.529197149603,8.129625719952271,1.0795167568320785,0.7321355382746763,0.03182041167808037,22.91406041953121,3.1744665880280767,0.675427066000893,0.006666666666666666,False,False,3392.529197149603,5,9,2,2,9,16,12,Cement Gland Primordium
04_69_49__s1,3,8181.0,3283,04_69_49__s1,X__tropicalis_st12_5_NUCLEI,XENTR-10,3283,8181,16835,4,69,49,A4,F9,E1,3283,3283,8.096817470572319,3961.675663716559,8.284674748740224,19.812688884216296,3.0355628432173805,0.5001088066262713,49.833395476265274,3.9285535298625165,1.2578868061479613,0.028712871287128714,False,False,3961.675663716559,3,7,1,1,2,7,35,Ventral Mesoderm
04_69_51__s1,3,7637.0,2601,04_69_51__s1,X__tropicalis_st12_5_NUCLEI,XENTR-10,2601,7637,15553,4,69,51,A4,F9,E3,2601,2601,7.86403565907245,3321.621462318765,8.10850934742672,12.90043378134455,2.6319200469406834,0.3883776019540464,14.290218768052307,2.727213327755704,0.43021816092423004,0.03503184713375796,False,False,3321.621462318765,1,17,2,2,0,15,22,Goblet Cell
04_69_53__s1,3,4417.0,1739,04_69_53__s1,X__tropicalis_st12_5_NUCLEI,XENTR-10,1739,4417,9086,4,69,53,A4,F9,E5,1739,1739,7.461640392208575,2823.7491400234453,7.946174839645888,2.3658946664307545,1.213693801883468,0.08378558253978294,12.91368266917442,2.63287272065624,0.45732400538481255,0.016645326504481434,False,False,2823.7491400234453,9,18,4,6,15,20,47,Outer Epidermis
04_69_93__s1,3,3833.0,1914,04_69_93__s1,X__tropicalis_st12_5_NUCLEI,XENTR-10,1914,3833,7766,4,69,93,A4,F9,H9,1914,1914,7.557472901614746,3141.0607806175576,8.052634163191657,1.2834092554942602,0.8256696136346637,0.04085910286785128,29.73696668092699,3.4254660566289377,0.946717327611867,0.020080321285140566,False,False,3141.0607806175576,3,14,1,1,2,7,38,Pronephric Primordium
04_70_17__s1,3,6405.0,2511,04_70_17__s1,X__tropicalis_st12_5_NUCLEI,XENTR-10,2511,6405,13410,4,70,17,A4,F10,B5,2511,2511,7.828834527588089,3412.545411859877,8.135506740376076,3.7620289242574696,1.5606738220188137,0.11024113880457109,25.89251687533834,3.291848064834781,0.7587449762676306,0.007927519818799546,False,False,3412.545411859877,0,1,0,0,3,2,1,Eye Primordium
04_70_33__s1,3,6145.0,2098,04_70_33__s1,X__tropicalis_st12_5_NUCLEI,XENTR-10,2098,6145,12730,4,70,33,A4,F10,C9,2098,2098,7.649216319820633,3014.824375926841,8.011628496638881,5.795829967153442,1.9163091839489343,0.192244364661263,9.657840077589874,2.366295778844571,0.32034503086504945,0.011067193675889327,False,False,3014.824375926841,1,0,2,2,0,0,3,Goblet Cell
04_70_58__s1,3,9588.0,2740,04_70_58__s1,X__tropicalis_st12_5_NUCLEI,XENTR-10,2740,9588,19844,4,70,58,A4,F10,E10,2740,2740,7.916078096302786,3235.235673635035,8.082166104214709,0.714404817267933,0.5390659750589177,0.022082002343441168,30.489493354366562,3.4496539458874897,0.9424195462122018,0.023191094619666047,False,False,3235.235673635035,2,6,1,1,10,6,27,Anterior Paraxial Mesoderm
04_70_59__s1,3,2395.0,1477,04_70_59__s1,X__tropicalis_st12_5_NUCLEI,XENTR-10,1477,2395,4874,4,70,59,A4,F10,E11,1477,1477,7.298445101508147,2836.599317067935,7.950713662786961,1.6439099346242754,0.9722588573488363,0.0579535475713049,49.19304464925304,3.915876464294633,1.7342260626397414,0.04537418974661167,False,False,2836.599317067935,4,10,0,0,6,17,28,Inner Neural Plate
04_71_03__s1,3,7027.0,2032,04_71_03__s1,X__tropicalis_st12_5_NUCLEI,XENTR-10,2032,7027,14701,4,71,3,A4,F11,A3,2032,2032,7.617267813628347,2716.177999255798,7.907349120440483,0.8850404472284462,0.6339492780853884,0.032584037109163584,22.056849436864233,3.1379628809130042,0.8120546386469354,0.005057803468208092,False,False,2716.177999255798,2,6,1,1,10,6,15,Anterior Paraxial Mesoderm
04_71_07__s1,3,5815.0,2408,04_71_07__s1,X__tropicalis_st12_5_NUCLEI,XENTR-10,2408,5815,12200,4,71,7,A4,F11,A7,2408,2408,7.786967002614872,3403.750930888291,8.132927067857736,2.001036141573969,1.0989576095626423,0.05878914709695725,33.40671098140597,3.5382516320212014,0.9814675532879747,0.01201923076923077,False,False,3403.750930888291,3,14,1,1,13,12,25,Notochord
04_71_11__s1,3,13932.0,4115,04_71_11__s1,X__tropicalis_st12_5_NUCLEI,XENTR-10,4115,13932,28995,4,71,11,A4,F11,A11,4115,4115,8.32263709695394,4089.4063548735185,8.316399597371447,6.545519586049478,2.0209539547989595,0.16006038573909157,27.258982402558402,3.341411368206025,0.6665755377934677,0.09919571045576409,False,False,4089.4063548735185,7,19,1,5,17,21,84,Notochord
04_71_16__s1,3,7723.0,2521,04_71_16__s1,X__tropicalis_st12_5_NUCLEI,XENTR-10,2521,7723,16364,4,71,16,A4,F11,B4,2521,2521,7.8328075165248645,3262.94680174704,8.090692417466814,4.217439690945524,1.6520068009077842,0.12925248087671645,24.441453743056186,3.2363798808273234,0.7490607487063472,0.05697445972495088,False,False,3262.94680174704,0,4,0,0,1,3,66,Early Neuron
04_71_18__s1,3,8556.0,2915,04_71_18__s1,X__tropicalis_st12_5_NUCLEI,XENTR-10,2915,8556,17968,4,71,18,A4,F11,B6,2915,2915,7.977968093128549,3537.495079399723,8.171456796925561,0.0,0.0,0.0,33.212076292917075,3.53257868972064,0.9388585863009264,0.04860267314702309,False,False,3537.495079399723,8,13,3,4,12,11,4,Outer Neural Plate Border
04_71_23__s1,3,3860.0,1860,04_71_23__s1,X__tropicalis_st12_5_NUCLEI,XENTR-10,1860,3860,8066,4,71,23,A4,F11,B11,1860,1860,7.528869256642251,3071.078054335142,8.030109502256998,1.2783398102850176,0.8234470243501489,0.041625116251295204,27.62667621620009,3.3543390179311463,0.8995758403861536,0.03503184713375796,False,False,3071.078054335142,4,5,0,0,7,5,40,Inner Neural Plate
04_71_28__s1,3,4554.0,1987,04_71_28__s1,X__tropicalis_st12_5_NUCLEI,XENTR-10,1987,4554,9452,4,71,28,A4,F11,C4,1987,1987,7.59488438721652,3136.997044397104,8.051339991417807,1.161859902283347,0.7709689170634463,0.037037328561036094,22.366662857985666,3.1513103423760875,0.712995981234158,0.024505183788878417,False,False,3136.997044397104,0,12,0,0,1,10,24,Inner Neural Plate
04_71_29__s1,3,3687.0,1702,04_71_29__s1,X__tropicalis_st12_5_NUCLEI,XENTR-10,1702,3687,7750,4,71,29,A4,F11,C5,1702,1702,7.440146680662688,2905.225983390292,7.974610605521836,1.3116333579771218,0.8379543560448198,0.04514737805168924,17.933519884570725,2.940933890068768,0.6172848510614987,0.027263875365141185,False,False,2905.225983390292,0,4,0,0,1,3,76,Inner Neural Plate
04_71_36__s1,3,5915.0,2278,04_71_36__s1,X__tropicalis_st12_5_NUCLEI,XENTR-10,2278,5915,12308,4,71,36,A4,F11,C12,2278,2278,7.731492029245684,3229.828267829429,8.080493813012788,0.989770563303706,0.6880193372671839,0.03064468080740623,11.37503608724838,2.5156812245917854,0.35218702494336795,0.025178147268408554,False,False,3229.828267829429,1,17,2,2,16,15,51,Outer Epidermis
04_71_54__s1,3,13722.0,3138,04_71_54__s1,X__tropicalis_st12_5_NUCLEI,XENTR-10,3138,13722,28479,4,71,54,A4,F11,E6,3138,3138,8.051659556841953,3323.0958292338582,8.108952985052515,0.5474025033383849,0.4365777209026109,0.016472666798314658,10.269038632810364,2.422059021202011,0.3090202377696071,0.005852231163130945,False,False,3323.0958292338582,7,16,1,5,14,14,5,Notochord
04_71_65__s1,3,6078.0,2355,04_71_65__s1,X__tropicalis_st12_5_NUCLEI,XENTR-10,2355,6078,12543,4,71,65,A4,F11,F5,2355,2355,7.764720544771477,3307.0002061235923,8.104099118454219,1.9455523668223353,1.0802963604066418,0.058831334912521155,58.99948882865,4.0943360426633095,1.7840787768745914,0.009237875288683603,False,False,3307.0002061235923,3,14,1,1,13,12,70,Lateral Mesoderm
04_71_80__s1,3,6869.0,2681,04_71_80__s1,X__tropicalis_st12_5_NUCLEI,XENTR-10,2681,6869,14243,4,71,80,A4,F11,G8,2681,2681,7.894318063841624,3473.0021431982027,8.153062563726076,12.099435403682486,2.572569130322784,0.3483854862393034,41.74234511138516,3.7551901176273206,1.2019095695963395,0.07835531419705197,False,False,3473.0021431982027,3,14,1,1,13,12,71,Lateral Mesoderm
04_71_84__s1,3,5650.0,2264,04_71_84__s1,X__tropicalis_st12_5_NUCLEI,XENTR-10,2264,5650,11767,4,71,84,A4,F11,G12,2264,2264,7.725330037917135,3277.6738734641044,8.09519431275343,1.0188153718278128,0.7025108897941,0.031083488204122284,34.48584374578208,3.5691338492279296,1.052143839720537,0.01832460732984293,False,False,3277.6738734641044,7,10,0,0,6,18,43,Inner Neural Plate
04_71_96__s1,3,4907.0,2223,04_71_96__s1,X__tropicalis_st12_5_NUCLEI,XENTR-10,2223,4907,10229,4,71,96,A4,F11,H12,2223,2223,7.707062655370473,3313.196794699148,8.105970579053578,1.1111681441805268,0.7472414171297647,0.03353764394431106,26.498971120660684,3.3141485901784553,0.7998006989218671,0.07835531419705197,False,False,3313.196794699148,7,16,1,5,14,14,59,Notochord
04_72_14__s1,3,7651.0,2840,04_72_14__s1,X__tropicalis_st12_5_NUCLEI,XENTR-10,2840,7651,16411,4,72,14,A4,F12,B2,2840,2840,7.951911381854188,3594.5878879981365,8.187462786131476,0.8359560807484271,0.6075653707511958,0.023255964433073848,37.859693919840986,3.6599575674345117,1.053241570368876,0.008358662613981762,False,False,3594.5878879981365,0,1,0,0,3,2,9,Eye Primordium
04_72_30__s1,3,3650.0,1837,04_72_30__s1,X__tropicalis_st12_5_NUCLEI,XENTR-10,1837,3650,7715,4,72,30,A4,F12,C6,1837,1837,7.516433302915632,3060.6700411867855,8.026715811164543,3.1876483013801105,1.4321393117790313,0.10414870791312378,27.480376549258573,3.349215307989327,0.8978549199835654,0.016101694915254237,False,False,3060.6700411867855,2,3,1,1,4,4,7,Posterior Paraxial Mesoderm
04_72_54__s1,3,4731.0,2111,04_72_54__s1,X__tropicalis_st12_5_NUCLEI,XENTR-10,2111,4731,9781,4,72,54,A4,F12,E6,2111,2111,7.655390644826152,3219.2499830661145,8.077214270017635,1.1358175201837903,0.7588494868229784,0.03528205408584027,17.277227226231485,2.9056558710543547,0.5366848588060289,0.032558139534883714,False,False,3219.2499830661145,0,12,0,0,1,10,44,Notoplate
04_72_62__s1,3,3476.0,1807,04_72_62__s1,X__tropicalis_st12_5_NUCLEI,XENTR-10,1807,3476,7375,4,72,62,A4,F12,F2,1807,1807,7.4999765409521215,3062.0769967372603,8.027175244204475,1.3550281181411608,0.8565526671598036,0.04425192833442745,27.410739136137398,3.346767212287167,0.8951681869967478,0.062371487320082235,False,False,3062.0769967372603,5,8,2,4,8,8,54,Outer Neural Plate
04_72_91__s1,3,7549.0,2898,04_72_91__s1,X__tropicalis_st12_5_NUCLEI,XENTR-10,2898,7549,15850,4,72,91,A4,F12,H7,2898,2898,7.972121128921655,3722.5591696121833,8.222435255883092,1.6871637281479637,0.9884862612150092,0.04532268397291137,41.462864371847346,3.7486299144766115,1.1138268723923856,0.011539992041384799,False,False,3722.5591696121833,2,10,1,1,6,17,28,Lateral Mesoderm
04_73_01__s1,3,21970.0,4980,04_73_01__s1,X__tropicalis_st12_5_NUCLEI,XENTR-10,4980,21970,45396,4,73,1,A4,G1,A1,4980,4980,8.513385953073284,4310.9911965804085,8.369155070977381,1.8979612532013288,1.0640074736232321,0.044026099025830566,39.22608587793871,3.69451568761511,0.909908744630559,0.09683098591549294,False,False,4310.9911965804085,4,1,0,0,3,22,34,Anterior Neural Ridge
04_73_02__s1,3,6090.0,2460,04_73_02__s1,X__tropicalis_st12_5_NUCLEI,XENTR-10,2460,6090,12825,4,73,2,A4,G1,A2,2460,2460,7.8083230503910555,3456.651249411146,8.148344807892641,0.9715498792824862,0.6788199741841472,0.028106679244774647,22.741275903461286,3.1672151326177427,0.6578990549693248,0.014516798009124842,False,False,3456.651249411146,0,12,0,0,1,10,24,Hindbrain Primordium
04_73_32__s1,3,8671.0,3044,04_73_32__s1,X__tropicalis_st12_5_NUCLEI,XENTR-10,3044,8671,18131,4,73,32,A4,G1,C8,3044,3044,8.021256180143997,3680.9047190338993,8.21118548395518,4.2249826624629705,1.6534514796564643,0.11478109282795756,63.797000851134165,4.17125931912562,1.7331880535032842,0.008795411089866157,False,False,3680.9047190338993,3,7,1,1,2,7,6,Ventral Mesoderm
04_73_33__s1,3,6623.0,2418,04_73_33__s1,X__tropicalis_st12_5_NUCLEI,XENTR-10,2418,6623,13707,4,73,33,A4,G1,C9,2418,2418,7.791109510610028,3337.468854611129,8.113267554097938,1.8404776781009597,1.0439722345440894,0.05514591321378507,13.397807195025377,2.6670759168632268,0.4014361715020842,0.039466370205669815,False,False,3337.468854611129,1,0,2,2,0,0,8,Outer Epidermis
04_73_56__s1,3,11322.0,3748,04_73_56__s1,X__tropicalis_st12_5_NUCLEI,XENTR-10,3748,11322,23584,4,73,56,A4,G1,E8,3748,3748,8.229244416735913,3958.6921391033416,8.283921558575738,0.0,0.0,0.0,39.53693123366817,3.7022134409131913,0.998737205228175,0.15867158671586712,False,False,3958.6921391033416,1,0,2,2,0,0,8,Goblet Cell
04_73_66__s1,3,6842.0,2715,04_73_66__s1,X__tropicalis_st12_5_NUCLEI,XENTR-10,2715,6842,14151,4,73,66,A4,G1,F6,2715,2715,7.906915488678587,3650.3019635398377,8.202839085313064,7.5973811079937965,2.1514576345568206,0.20813020905882332,36.830262416572246,3.633109375352897,1.0089648139918959,0.050868486352357314,False,False,3650.3019635398377,3,7,1,1,2,7,68,Ventral Mesoderm
04_74_26__s1,3,3616.0,1692,04_74_26__s1,X__tropicalis_st12_5_NUCLEI,XENTR-10,1692,3616,7400,4,74,26,A4,G2,C2,1692,1692,7.4342573821331355,2893.06946916867,7.97041891145366,3.9776313879032648,1.6049541529721287,0.137488277771852,5.303508517204353,1.8411063858748138,0.18331770369580266,0.0341925302472383,False,False,2893.06946916867,1,9,2,2,9,19,21,Outer Epidermis
04_74_43__s1,3,5125.0,2056,04_74_43__s1,X__tropicalis_st12_5_NUCLEI,XENTR-10,2056,5125,10603,4,74,43,A4,G2,D7,2056,2056,7.6290038896529575,3089.50264143837,8.036089023795087,1.0822184788924334,0.7334339017153384,0.03502888990535345,25.426745029139777,3.2743765666294906,0.8230044761282976,0.023842917251051896,False,False,3089.50264143837,0,4,0,0,1,3,80,Early Neuron
04_74_45__s1,3,5893.0,2293,04_74_45__s1,X__tropicalis_st12_5_NUCLEI,XENTR-10,2293,5893,12152,4,74,45,A4,G2,D9,2293,2293,7.738052297689316,3262.947263542851,8.09069255895067,0.9921135548589063,0.6891961629889157,0.030405442525653532,26.267120575045503,3.3056816018085904,0.8050121087928686,0.025178147268408554,False,False,3262.947263542851,0,4,0,0,1,3,90,Inner Neural Plate
04_74_93__s1,3,5693.0,2438,04_74_93__s1,X__tropicalis_st12_5_NUCLEI,XENTR-10,2438,5693,11473,4,74,93,A4,G2,H9,2438,2438,7.79934339821592,3469.519328758211,8.152059524208939,4.055909612350556,1.6205577793806722,0.11690119662201802,25.84125236918958,3.2899399715659388,0.7448078514794878,0.04537418974661167,False,False,3469.519328758211,4,11,0,3,11,9,65,Inner Neural Plate Border
04_75_09__s1,3,8500.0,3030,04_75_09__s1,X__tropicalis_st12_5_NUCLEI,XENTR-10,3030,8500,17830,4,75,9,A4,G3,A9,3030,3030,8.016647877057803,3733.6654190107256,8.22541351363759,4.275839138751818,1.6631377451468612,0.11452121866572468,36.431181838171995,3.6225040960417543,0.9757484335011686,0.009686168151879115,False,False,3733.6654190107256,4,5,0,0,7,5,20,Neural Crest
04_75_16__s1,3,8285.0,2374,04_75_16__s1,X__tropicalis_st12_5_NUCLEI,XENTR-10,2374,8285,17380,4,75,16,A4,G3,B4,2374,2374,7.772752716468742,2915.852386876143,7.978260364156744,2.3749032021684546,1.2163666430742137,0.08144799142979846,33.385930535834405,3.53764748466633,1.144980132948429,0.004667863554757631,False,False,2915.852386876143,2,6,1,1,10,6,15,Ventral Mesoderm
04_75_41__s1,3,3951.0,1609,04_75_41__s1,X__tropicalis_st12_5_NUCLEI,XENTR-10,1609,3951,8102,4,75,41,A4,G3,D5,1609,1609,7.383989457978509,2718.454665331154,7.9081866485020225,1.2615824788567174,0.816064780133734,0.046408074960596596,8.109953759493044,2.209367635462393,0.29832955696927593,0.005452562704471101,False,False,2718.454665331154,9,18,4,6,15,20,53,Ciliated Epidermal Progenitor
04_75_81__s1,3,5401.0,1893,04_75_81__s1,X__tropicalis_st12_5_NUCLEI,XENTR-10,1893,5401,11106,4,75,81,A4,G3,G9,1893,1893,7.546446273746024,2856.8188306559155,7.957813966227212,0.0,0.0,0.0,7.119397550545433,2.0942559581385467,0.24920717667318248,0.04434072345390898,False,False,2856.8188306559155,9,18,4,6,15,20,47,Outer Epidermis
04_75_90__s1,3,9564.0,2468,04_75_90__s1,X__tropicalis_st12_5_NUCLEI,XENTR-10,2468,9564,19437,4,75,90,A4,G3,H6,2468,2468,7.81156848934518,3034.0923120816046,8.01799711887342,0.0,0.0,0.0,7.145394308929775,2.0974526520461025,0.23550352375493552,0.013496932515337425,False,False,3034.0923120816046,1,0,2,2,0,0,3,Goblet Cell
04_75_96__s1,3,4078.0,1971,04_75_96__s1,X__tropicalis_st12_5_NUCLEI,XENTR-10,1971,4078,8403,4,75,96,A4,G3,H12,1971,1971,7.586803535162581,3172.5864025791184,8.062617584649448,0.0,0.0,0.0,39.93768325308997,3.7120509897968095,1.258836740289345,0.050868486352357314,False,False,3172.5864025791184,5,8,2,4,8,8,54,Outer Epidermis
04_76_26__s1,3,3977.0,1875,04_76_26__s1,X__tropicalis_st12_5_NUCLEI,XENTR-10,1875,3977,8197,4,76,26,A4,G4,C2,1875,1875,7.53689712956617,3098.229889644463,8.038908936915874,0.0,0.0,0.0,30.158794267765032,3.439096525381129,0.9734201573797965,0.05827814569536424,False,False,3098.229889644463,0,4,0,0,1,3,87,Inner Neural Plate
04_76_32__s1,3,4259.0,1987,04_76_32__s1,X__tropicalis_st12_5_NUCLEI,XENTR-10,1987,4259,8824,4,76,32,A4,G4,C8,1987,1987,7.59488438721652,3161.6091120884844,8.059152634286761,1.2083538953589057,0.7922473942667477,0.038219585423724174,15.762652055312676,2.8191533197262473,0.498564227786535,0.01832460732984293,False,False,3161.6091120884844,0,12,0,0,1,10,24,Hindbrain Primordium
04_76_34__s1,3,4907.0,2205,04_76_34__s1,X__tropicalis_st12_5_NUCLEI,XENTR-10,2205,4907,10180,4,76,34,A4,G4,C10,2205,2205,7.698936199813447,3345.550916798256,8.115685517365414,1.1111681441805268,0.7472414171297647,0.03321330841510348,34.18421059922078,3.5605974194476513,1.0217812088161433,0.021917808219178082,False,False,3345.550916798256,2,10,1,1,6,17,28,Anterior Paraxial Mesoderm
04_76_44__s1,3,7168.0,2192,04_76_44__s1,X__tropicalis_st12_5_NUCLEI,XENTR-10,2192,7168,14996,4,76,44,A4,G4,D8,2192,2192,7.693025748417888,2918.0218836730146,7.979003867802037,1.7468410204314264,1.0104515315510203,0.059863876628389684,29.443455898663704,3.415871058042824,1.0090210790880776,0.026557218734910674,False,False,2918.0218836730146,2,6,1,1,10,6,27,Anterior Paraxial Mesoderm
04_76_47__s1,3,5875.0,2098,04_76_47__s1,X__tropicalis_st12_5_NUCLEI,XENTR-10,2098,5875,12306,4,76,47,A4,G4,D11,2098,2098,7.649216319820633,3003.9178248794956,8.008005500465444,3.470650161052376,1.4975338479485267,0.11553745353175911,14.79898319262793,2.759945583065089,0.49265605969835746,0.021917808219178082,False,False,3003.9178248794956,1,0,2,2,0,0,2,Outer Epidermis
04_76_63__s1,3,3640.0,1762,04_76_63__s1,X__tropicalis_st12_5_NUCLEI,XENTR-10,1762,3640,7440,4,76,63,A4,G4,F3,1762,1762,7.47477218239787,2998.813414590872,8.006305370579673,1.3210229707666667,0.8420080241699378,0.044051522656900405,23.68887733532384,3.2063528319030197,0.7899416889381801,0.062371487320082235,False,False,2998.813414590872,0,4,0,0,1,3,87,Inner Neural Plate
04_76_73__s1,3,6921.0,2497,04_76_73__s1,X__tropicalis_st12_5_NUCLEI,XENTR-10,2497,6921,14342,4,76,73,A4,G4,G1,2497,2497,7.823245690685523,3335.95011830892,8.112812530575198,3.462210599452109,1.4956442933394045,0.10378484319805098,38.23931140329994,3.669679086207305,1.1462794720289298,0.06097560975609757,False,False,3335.95011830892,2,3,1,1,4,4,7,Ventral Blood Island
04_76_76__s1,3,7091.0,2753,04_76_76__s1,X__tropicalis_st12_5_NUCLEI,XENTR-10,2753,7091,14397,4,76,76,A4,G4,G4,2753,2753,7.9208096792886,3601.3801237257157,8.189350051463178,0.8797256348445086,0.6311258272792432,0.02442745849150772,43.0625670047903,3.785610601247423,1.195724014832431,0.025178147268408554,False,False,3601.3801237257157,4,5,0,0,7,5,26,Neural Crest
